SN,KP,PMID,Triple,Category,Gene Symbol,Cell type,Disease,Drugs,Pathway,Symptoms,Patient characteristics,Expression level,Markers,Environmental factors,Metabolites,Fact or Inference,一级标签,二级标签,三级标签,四级标签,五级标签,最具体的标签描述
5596,KP1,19011513,Mutations in CDKN2A and CDK4 genes#are associated with#predisposition to familial cutaneous malignant melanoma,Cancer Association,"CDKN2A,CDK4",-,Familial cutaneous malignant melanoma,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,-,-,基因组改变
7465,KP1,39457497,CDK4/6 inhibitors#are used in#treatment of women with breast cancer undergoing HT,Clinical Implementation,"CDK4,CDK6",-,Breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,-,-,细胞周期阻滞
7192,KP1,39457497,The MAF of detected alterations#decreased or disappeared during#CDK4/6i treatment in patients with stable disease or partial response,Therapeutic Response,"CDK4,CDK6",-,Breast cancer,CDK4/6 inhibitors,-,-,-,downregulated,-,-,-,Fact,3,3.1,3.1.1,-,-,细胞周期阻滞
2782,KP1,9416844,Germline mutations in CDKN2A and CDK4 genes#have been identified in#a proportion of melanoma kindreds,Cancer Association,"CDKN2A,CDK4",-,Melanoma,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,-,-,基因组改变
6693,KP1,31375512,anti-PD-1 therapy#triggers#innate resistance,Therapeutic Response,-,-,Advanced melanoma,anti-PD-1,-,-,-,-,-,-,-,Inference,2,2.2,2.2.2,2.2.2.3,-,CDK活性失调
2334,KP1,31375512,"CDK4, CCND1, and CDKN2A#were assayed for#copy-number variations",Regulation,"CDK4, CCND1, CDKN2A",-,-,-,-,-,-,-,-,-,-,Fact,5,5.3,5.3.1,-,-,基因扩增
820,KP1,31375512,CDK4-normal cell lines and tumors#showed#altered transcriptional output in TNF伪 signaling via NF-魏B,Pathway & Network Categories,CDK4,-,-,-,"TNF伪, NF-魏B, IFN纬",-,-,-,-,-,-,Fact,1,1.3,1.3.2,-,-,MAPK信号通路
1973,KP1,10398427,CDKN2A germline mutations#were identified in#10 different cases,Cancer Association,CDKN2A,-,-,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,-,-,基因组改变
2562,KP1,16938516,ALT/WDL and DDL#are reported to have#MDM2 and CDK4 amplification,Cancer Association,"CDK4, MDM2",-,"ALT/WDL, DDL",-,-,-,-,-,-,-,-,Fact,5,5.3,5.3.1,5.3.1.1,-,CDK4扩增
4772,KP1,23529275,Atypical lipomatous tumors#represent#a subset of mesenchymal neoplasms,Cancer Association,-,-,Atypical lipomatous tumors,-,-,-,-,-,-,-,-,Fact,2,2.2,2.2.1,2.2.1.3,-,关键基因突变
4028,KP1,37875500,CDK4/6 inhibitors#demonstrated#activity in progression-free survival in DD-LPS,Drug Development,"CDK4, CDK6",-,DD-LPS,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
6379,KP1,37875500,CDK4 overexpression#is#a predictive factor for palbociclib efficacy in sarcomas,Therapeutic Response,CDK4,-,Sarcomas,Palbociclib,-,-,-,Upregulated,-,-,-,Fact,7,7.1,7.1.2,7.1.2.1,-,CDK4扩增
6486,KP1,37875500,Sarcoma patients#overexpressed#CDK4 but not CDKN2A at baseline biopsy,Expression Patterns,"CDK4, CDKN2A",-,Sarcoma,-,-,-,-,Upregulated,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,-,Cyclin D1表达
3698,KP1,37875500,CDK4 mRNA and protein expression#showed#a significant correlation,Biomarker Analysis,CDK4,-,-,-,-,-,-,-,-,-,-,Fact,7,7.3,7.3.1,7.3.1.1,-,细胞周期标志物
4717,KP1,11505267,SAS gene#showed#amplification but not MDM2 or CDK4,Cancer Association,"CDK4, MDM2, SAS",-,-,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.1,-,CDK4/6基因扩增
3761,KP1,28477272,"MDM2, CDK4, and p16 positivity#do not necessarily indicate#malignant neoplasm",Biomarker Analysis,"CDK4, MDM2",-,Dedifferentiated liposarcoma,-,-,-,-,-,-,-,-,Fact,7,7.2,7.2.1,7.2.1.4,-,RB蛋白表达
3465,KP1,11172613,CDK4#was screened for#activating point mutations in malignant mesotheliomas,Molecular Event triples,CDK4,-,Malignant mesotheliomas,-,-,-,-,-,-,-,-,Fact,5,5.5,5.5.1,5.5.1.1,-,错义突变
5958,KP1,11172613,"tumors#were screened for#deletions and point mutations in p53, p16INK4a (CDKN2A), and p14ARF (exon-1beta)",Genomic Analysis,"TP53,CDKN2A,CDKN2B",-,-,-,-,-,-,-,-,-,-,Fact,5,5.3,5.3.2,5.3.2.1,-,CDKN2A缺失
4584,KP1,11172613,disarrangement of the Rb1 pathway#may be involved in#mesothelioma formation,Cancer Pathways,RB1,-,Mesothelioma,-,-,-,-,-,-,-,-,Inference,1,1.1,1.1.1,1.1.1.1,-,RB蛋白磷酸化
7275,KP1,31672072,lipomatous tumor#harbored#amplification of MDM2 and CDK4,Genomic Alterations,"CDK4,MDM2",-,Lipomatous tumor,-,-,-,69-year-old woman,-,-,-,-,Fact,5,5.3,5.3.1,5.3.1.1,-,CDK4扩增
360,KP1,34483306,mucosal melanoma#has#a worse prognosis than other melanoma subtypes,Clinical Correlation,CDK4,-,Mucosal melanoma,-,-,-,-,-,-,-,-,Fact,8,8.5,8.5.1,8.5.1.3,-,症状改善
7389,KP1,34483306,molecular landscape of mucosal melanoma#remains distinct from#cutaneous melanoma,Molecular Analysis,CDK4,-,"Mucosal melanoma, Cutaneous melanoma",-,-,-,-,-,-,-,-,Fact,5,5.5,5.5.3,5.5.3.2,-,热点区域
736,KP1,34483306,CDK4/6 inhibitors#have been approved for#clinical application in breast cancer,Drug Development,"CDK4,CDK6",-,Breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
2798,KP1,34483306,targeting of CDK4#is#a promising direction for precision cancer treatment,Therapeutic Development,CDK4,-,Mucosal melanoma,-,-,-,-,-,-,-,-,Inference,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
1019,KP1,26110554,genetic alterations#may contribute toward#melanoma development,Cancer Pathways,"CDK4,CDKN2A,MC1R",-,Melanoma,-,-,-,-,-,-,-,-,Inference,5,5.5,5.5.2,5.5.2.3,-,基因组重排
7856,KP1,26110554,CDKN2A and CDK4#are#high-penetrance genes for melanoma,Cancer Association,"CDKN2A,CDK4",-,Melanoma,-,-,-,-,-,-,-,-,Fact,7,7.1,7.1.1,7.1.1.1,-,RB1突变
5819,KP1,26110554,BRAF#is#a validated therapeutic target in melanoma,Therapeutic Development,BRAF,-,Melanoma,-,-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.3,-,MEK抑制剂组合
2254,KP1,17214366,patients with DDLPS and high mitotic rate#died or experienced#recurrences more frequently,Patient Outcomes,CDK4,-,DDLPS,-,-,-,-,-,-,-,-,Fact,2,2.2,2.2.1,2.2.1.1,-,RB通路缺陷
2992,KP1,19816710,amplification of CDK4 gene#was found in#one case,Genomic Alterations,CDK4,-,-,-,-,-,-,-,-,-,-,Fact,5,5.3,5.3.1,5.3.1.1,-,CDK4扩增
1772,KP1,38003483,oncogene amplification#has been described in#several models,Genomic Alterations,CDK4,-,-,-,-,-,-,-,-,-,-,Fact,5,5.3,5.3.1,-,-,基因扩增
7840,KP1,38003483,MCF-7 luminal breast cancer cell line#showed#cross-resistance to abemaciclib,Mechanisms of Resistance,"CDK4,CDK6",-,Breast cancer,Abemaciclib,-,-,-,-,-,-,-,Fact,2,2.6,2.6.1,2.6.1.1,-,药物外排增加
358,KP1,38003483,resistant cell line#strongly activates#epithelial-to-mesenchymal transition,Mechanism of Action,"CDK4,CDK6",-,Breast cancer,-,EMT,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.2,-,细胞衰老诱导
7940,KP1,38003483,CDKN2B#is#dramatically downregulated in resistant cells,Expression Patterns,CDKN2B,-,Breast cancer,-,-,-,-,downregulated,-,-,-,Fact,7,7.5,7.5.1,7.5.1.2,-,原发性耐药
3060,KP1,38003483,TWIST1 transcription factor#is#upregulated in resistant cells,Expression Patterns,TWIST1,-,Breast cancer,-,-,-,-,upregulated,-,-,-,Fact,7,7.5,7.5.1,7.5.1.2,-,原发性耐药
1054,KP1,38003483,mechanisms of resistance to CDK4/6 inhibitors#suggest#potential new markers for patient follow-up care,Mechanisms of Resistance,"CDK4,CDK6",-,Breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Inference,2,2.5,2.5.2,2.5.2.4,-,生物标志物指导
5225,KP1,18497076,chromosomal aberrations#gains were found on#rat chromosome 4 (RNO4),Genomic Alterations,-,-,-,-,-,-,-,-,-,-,-,Fact,5,5.2,5.2.1,5.2.1.3,-,重复
7488,KP1,32026050,"Cytotoxic chemotherapy agents, including doxorubicin, ifosfamide, gemcitabine, and docetaxel#showed efficacy in#patients with soft tissue sarcomas",Therapeutic Response,-,-,Soft tissue sarcomas,"Doxorubicin,Ifosfamide,Gemcitabine,Docetaxel",-,-,-,-,-,-,-,Fact,3,3.2,3.2.3,3.2.3.2,-,协同增效作用
3528,KP1,32026050,Trabectedin and eribulin along with pazopanib#establish#clinical benefit in advanced liposarcoma and DDLPS,Therapeutic Response,-,-,"Advanced liposarcoma,DDLPS","Trabectedin,Eribulin,Pazopanib",-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
3827,KP1,32026050,MDM2 and CDK4#show#highly amplified expression in DDLPS tumors,Expression Patterns,"MDM2,CDK4",-,DDLPS,-,-,-,-,upregulated,-,-,-,Fact,5,5.3,5.3.1,5.3.1.1,-,CDK4扩增
4784,KP1,32026050,Current standard-of-care options and newer therapies#are being compared for#localized DDLPS,Clinical Implementation,-,-,Localized DDLPS,-,-,-,-,-,-,-,-,Inference,8,8.1,8.1.1,8.1.1.1,-,肿瘤类型
5197,KP1,15928671,Genotyping of CDKN2A/ARF and CDK4 loci#was performed in#Jewish melanoma families with or without neural system tumors,Preclinical Models,"CDKN2A,CDK4",-,"Melanoma,Neural system tumors",-,-,-,Jewish families,-,-,-,-,Fact,5,5.3,5.3.2,5.3.2.1,-,CDKN2A缺失
3733,KP1,15928671,CDKN2A/ARF deletion detection#was performed using#D9S1748 marker,Technical Methods,CDKN2A,-,-,-,-,-,-,-,-,-,-,Fact,5,5.3,5.3.2,5.3.2.1,-,CDKN2A缺失
4260,KP1,15928671,Point mutations in CDKN2A/ARF and CDK4#were detected using#dHPLC and direct sequencing,Technical Methods,"CDKN2A,CDK4",-,-,-,-,-,-,-,-,-,-,Fact,5,5.5,5.5.1,5.5.1.1,-,错义突变
6950,KP1,30159138,Desmoplastic fibroma (DF) and low-grade central osteosarcoma (DF-like LGCOS)#are rare#fibrous bone tumors,Disease & Clinical Categories,-,-,"Desmoplastic fibroma,Low-grade central osteosarcoma",-,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,-,肿瘤类型
1327,KP1,30159138,DF-LGCOS#had amplification of#CDK4,Expression Patterns,CDK4,-,Low-grade central osteosarcoma,-,-,-,-,upregulated,-,-,-,Fact,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
6866,KP1,30159138,RB1 tumor suppressor gene#was lost due to#chromosome 13 deletion in DF-LGCOS,Cancer Pathways,RB1,-,Low-grade central osteosarcoma,-,-,-,downregulated,-,-,-,-,Fact,5,5.3,5.3.2,5.3.2.2,5.3.2.2.2,RB1缺失
1085,KP1,15154619,CDK4#is involved in#tumorigenesis process of WDL,Cancer Pathways,CDK4,-,Well-differentiated liposarcoma,-,-,-,-,-,-,-,-,Inference,1,1.1,1.1.1,1.1.1.3,1.1.1.3.3,增殖抑制
4513,KP1,17895748,MDM2 and CDK4#are amplified in#ALT/WDL and DDLPS,Cancer Association,"MDM2, CDK4",-,"ALT/WDL, DDLPS",-,-,-,-,upregulated,-,-,-,Fact,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
1728,KP1,29123414,MDM2 and CDK4#provide#sensitive markers for the diagnosis of low-grade central osteosarcoma,Biomarker Analysis,"MDM2, CDK4",-,Low-grade central osteosarcoma,-,-,-,-,-,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,7.2.1.1.1,Cyclin D1表达
7684,KP1,29416732,hMSCs#harbor#CDK4 and MDM2 amplifications,Expression Patterns,"CDK4, MDM2",hMSCs,"Osteosarcoma, Liposarcoma",-,-,-,-,-,-,-,-,Fact,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
4875,KP1,29416732,CDK4 and MDM2 amplifications#occur frequently in#osteosarcoma and liposarcoma,Disease Association,"CDK4, MDM2",-,"Osteosarcoma, Liposarcoma",-,-,-,-,-,-,-,-,Fact,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
5560,KP1,38883740,Patients with recurrent high-grade glioma#harbor#CDK4/6 amplification,Cancer Association,"CDK4, CDK6",-,High-grade glioma,-,-,-,"Wild-type retinoblastoma protein (Rb), PTEN loss, PIK3CA mutations",-,-,-,-,Fact,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
2380,KP1,20063101,ALT area#exhibits#high-level amplification of MDM2/CDK4 gene,Expression Patterns,"MDM2, CDK4",-,ALT,-,-,-,-,Upregulated,-,-,-,Fact,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
2351,KP1,14519639,CDK4#is involved in#Rb1 pathway,Pathway & Network Categories,"CDK4, RB1",-,-,-,Rb1,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.1,1.1.1.1.1,RB蛋白磷酸化
1096,KP1,12115352,"Families with increased risk of melanoma#carry#differing germline mutations in CDKN2A, CDK4, or unknown genes",Cancer Association,"CDKN2A, CDK4",-,Melanoma,-,-,-,-,-,-,-,-,Fact,2,2.2,2.2.1,2.2.1.4,2.2.1.4.4,关键基因突变
7243,KP1,27272683,CDK4 and p16#showed#strong and diffuse nuclear expression in hibernoma-like areas,Expression Patterns,"CDK4, CDKN2A",-,Hibernoma-like areas,-,-,-,-,Upregulated,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,7.2.1.1.2,CDK4/6表达
797,KP1,12242528,Amplification of CDK4 gene#was detected using#FISH analysis,Technical Methods,CDK4,-,-,-,-,-,-,Amplified,-,-,-,Fact,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
4391,KP1,31020219,Amplification of 12q including CDK4#identified#Palbociclib as a potential therapeutic option,Drug Development,CDK4,-,-,Palbociclib,-,-,-,Amplified,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
3228,KP1,38369555,Preclinical studies#implied#potential applicability of CDK4/6 inhibitor for chordoma,Cancer Association,"CDK4, CDK6",-,Chordoma,CDK4/6 inhibitor,-,-,-,-,-,-,-,Inference,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
69,KP1,38369555,CDK4/6 inhibitor#showed#partial response in chordoma patient,Therapeutic Response,"CDK4, CDK6",-,Chordoma,CDK4/6 inhibitor,-,-,-,-,-,-,-,Fact,8,8.5,8.5.1,8.5.1.1,8.5.1.1.1,CT扫描
430,KP1,38369555,E2F amplification#induces#CDK4/6 independent cell-cycle progression,Mechanism of Action,"E2F, CDK4, CDK6",-,-,-,-,-,-,Amplified,-,-,-,Fact,1,1.1,1.1.1,1.1.1.2,-,E2F转录因子释放
7030,KP1,30782616,CDK4 amplification#co-occurs with#MDM2 and TERT amplification in MM patients,Cancer Association,"CDK4, MDM2, TERT",-,Malignant melanoma,-,-,-,-,Amplified,-,-,-,Fact,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
1905,KP1,39013131,Palbociclib#shows#antitumor effects in soft tissue sarcoma with CDK4 amplifications,Drug Development,CDK4,-,Soft tissue sarcoma,Palbociclib,-,-,-,Amplified,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
3533,KP1,39013131,Palbociclib#causes#grade 3 to 4 adverse events,Adverse Event,CDK4,-,-,Palbociclib,-,"Alanine aminotransferase increase, anemia, fatigue, hypophosphatemia, leukopenia, neutropenia, thrombocytopenia",-,-,-,-,-,Fact,8,8.4,8.4.1,8.4.1.1,8.4.1.1.1,中性粒细胞减少
3160,KP1,32404308,CDK4/6i exposure#reveals#candidate resistance mechanisms,Mechanisms of Resistance,"CDK4, CDK6, RB1, AKT1, RAS, AURKA, CCNE2, ERBB2, FGFR2",-,-,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.1,-,PI3K/AKT通路异常
2881,KP1,15604268,hTERT and CDK4#enable#generation of replicating HBEC lines,Cell Line Development,"CDK4, hTERT",Bronchial epithelial cells,Lung cancer,-,-,-,-,-,-,-,-,Fact,5,5.1,5.1.1,5.1.1.1,-,DSB识别
3295,KP1,15604268,Cyclin-dependent kinase 4 and hTERT#result in#continuously growing cultures,Cell Line Development,"CDK4, hTERT",Bronchial epithelial cells,Lung cancer,-,-,-,-,-,-,-,-,Fact,5,5.1,5.1.1,5.1.1.1,-,DSB识别
3721,KP1,15604268,Immortalized bronchial cells#did not form#colonies in soft agar or tumors in nude mice,Cell Line Development,CDK4,-,-,-,-,-,-,-,-,-,-,Fact,5,5.1,5.1.1,5.1.1.1,-,DSB识别
5845,KP1,15604268,Immortalized HBECs#express#epithelial markers and p63,Expression Patterns,CDK4,-,-,-,-,-,-,High levels of p16(INK4a),p63,-,-,Fact,7,7.2,7.2.1,7.2.1.1,7.2.1.1.2,CDK4/6表达
5962,KP1,15604268,Immortalized HBECs#have#duplication of chromosomes 5 and 20,Genomic Alterations,CDK4,-,-,-,-,-,-,-,-,-,-,Fact,5,5.3,5.3.1,5.3.1.1,-,CDK4扩增
6904,KP1,35922164,MDM2/CDK4#are amplified in#MPLPS cases,Cancer Association,"CDK4, MDM2",-,MPLPS,-,-,-,-,Amplified,-,-,-,Fact,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
2021,KP1,35349366,CCND1 and EGFR#are amplified in#cell cycle regulation,Expression Patterns,"CCND1, EGFR",-,-,-,-,-,-,Amplified,-,-,-,Fact,1,1.1,1.1.2,1.1.2.1,-,Cyclin D-CDK4复合物
5912,KP1,28060055,CDKN2A and CDK4#are associated with#genetic susceptibility to PCM,Genetic Susceptibility,"CDKN2A, CDK4",-,Primary cutaneous melanoma (PCM),-,FAMMM,-,-,-,-,-,-,Fact,2,2.2,2.2.1,2.2.1.1,-,RB通路缺陷
6080,KP1,28060055,CDKN2A and CDK4#were screened by#direct bidirectional sequencing,Technical Methods,"CDKN2A, CDK4",-,Primary cutaneous melanoma (PCM),-,FAMMM,-,-,-,-,-,-,Fact,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
4601,KP1,28060055,Dysplastic nevi excision#prevents#PCM development,Preventive Strategies,-,-,Primary cutaneous melanoma (PCM),-,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.2,8.1.1.2.1,一线治疗
6370,KP1,28060055,CDKN2A p.D84V mutation#is associated with#PCM in three families,Genetic Susceptibility,CDKN2A,-,Primary cutaneous melanoma (PCM),-,-,-,-,-,-,-,-,Fact,2,2.2,2.2.1,2.2.1.4,-,关键基因突变
4805,KP1,31154837,MDM2 and CDK4#are associated with#DLOS diagnosis,Diagnostic Markers,"MDM2,CDK4",-,DLOS,-,-,-,Median age 32 years (IQR 27 to 38),Amplified,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,7.2.1.1.2,CDK4/6表达
2330,KP1,31154837,Histological evaluation after chemotherapy#shows#poor response in DLOS cases,Treatment Outcomes,-,-,DLOS,-,-,-,-,-,-,-,-,Fact,8,8.5,8.5.1,8.5.1.3,8.5.1.3.1,症状改善
1361,KP1,31154837,One DLOS patient#developed#local recurrence,Clinical Correlation triples,-,-,DLOS,-,-,-,-,-,-,-,-,Fact,8,8.5,8.5.1,8.5.1.3,8.5.1.3.3,生活质量
3960,KP1,31154837,Five DLOS patients#developed#distant metastases,Clinical Correlation triples,-,-,DLOS,-,-,-,-,-,-,-,-,Fact,8,8.5,8.5.1,8.5.1.3,8.5.1.3.2,体能状态
5448,KP1,18023021,Mutations in CDKN2A#were found in#6.9% of respondents,Molecular Event triples,CDKN2A,-,-,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.4,-,ESR1突变
5887,KP1,18023021,A large deletion encompassing exon 1alpha and 5' part of exon 2#was detected in#six patients with a family history of melanoma,Molecular Event triples,CDKN2A,-,Melanoma,-,-,-,Family history,-,-,-,-,Fact,5,5.3,5.3.2,5.3.2.1,-,CDKN2A缺失
5485,KP1,14735200,Germline anomalies of INK4a-ARF and Cdk4#were sought in#89 patients suspected of genetic predisposition to melanoma,Disease & Clinical Categories,CDK4,-,Melanoma,-,-,-,Genetic predisposition,-,-,-,-,Fact,5,5.2,5.2.1,5.2.1.2,-,缺失
5342,KP1,14735200,"Three variants of uncertain significance#were detected in#one MPM patient, one patient <25 years, and one NPIM patient",Molecular Event triples,-,-,"MPM, NPIM",-,-,-,<25 years,-,-,-,-,Fact,5,5.5,5.5.2,5.5.2.3,-,基因组重排
4226,KP1,14735200,No germline deletion of INK4a-ARF#was found in#71 patients,Molecular Event triples,CDK4,-,-,-,-,-,-,-,-,-,-,Fact,5,5.3,5.3.2,5.3.2.1,-,CDKN2A缺失
540,KP1,23637631,EWSR1/CREM fusion#is involved in#melanoma,Genomic Event triples,EWSR1,-,Melanoma,-,-,-,-,-,-,-,-,Fact,5,5.4,5.4.1,5.4.1.2,-,基因间融合
7785,KP1,23637631,FAM133B/CDK6 fusion#is involved in#T-cell acute lymphoblastic leukemia,Genomic Event triples,CDK6,-,T-cell acute lymphoblastic leukemia,-,-,-,-,-,-,-,-,Fact,5,5.4,5.4.1,5.4.1.2,-,基因间融合
7084,KP1,23637631,CLTC/VMP1 fusion#is involved in#breast cancer,Genomic Event triples,-,-,Breast cancer,-,-,-,-,-,-,-,-,Fact,5,5.4,5.4.1,5.4.1.2,-,基因间融合
6488,KP1,32641004,NGS using a 381-gene panel#disclosed#CDK4 amplification,Genomic Event triples,CDK4,-,Spinal cord astrocytoma,-,-,-,-,upregulated,-,-,-,Fact,5,5.3,5.3.1,5.3.1.1,-,CDK4扩增
7638,KP1,32641004,A triplet regimen containing palbociclib#achieved#complete response in spinal cord astrocytoma,Treatment triples,CDK4,-,Spinal cord astrocytoma,Palbociclib,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,-,-,细胞周期阻滞
4293,KP1,36140560,NGS on neoplastic tissue#showed co-amplification of#MDM2 and CDK4,Genomic Event triples,"MDM2,CDK4",-,Neoplastic tissue,-,-,-,-,upregulated,"MDM2,CDK4",-,-,Fact,5,5.3,5.3.1,5.3.1.1,-,CDK4扩增
5234,KP1,31471681,Mechanisms of endocrine resistance#have been identified in#ER+/HER2- advanced breast cancers,Mechanisms of Resistance triples,"ESR1,ERBB2",-,Breast cancer,-,Cell cycle pathway,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
787,KP1,31471681,CDK4/6 inhibitors#have shown#improvement in progression-free survival in ER+/HER2- breast cancer,Therapeutic Response triples,"CDK4,CDK6",-,Breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
3154,KP1,24786129,Amplification of CDK4 and MDM2 genes#may serve as#markers for molecular diagnosis,Biomarker Analysis triples,"CDK4,MDM2",-,-,-,-,-,-,upregulated,"CDK4,MDM2",-,-,Fact,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
1001,KP1,11115584,p53#has#negative mutations in exons 5-9 by SSCP analysis,Mutation triples,TP53,-,-,-,-,-,-,-,-,-,-,Fact,5,5.5,5.5.1,5.5.1.1,-,错义突变
2428,KP1,11115584,"RB, CDK4, MDM2, c-myc, c-fos, and p53#are involved in#osteosarcoma susceptibility",Cancer Association,"RB1,CDK4,MDM2,MYC,FOS,TP53",-,Osteosarcoma,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.3,-,细胞周期检查点控制
1806,KP1,11115584,Cdk4#has#increased expression in osteosarcoma,Expression Patterns,CDK4,-,Osteosarcoma,-,-,-,-,upregulated,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
7540,KP1,11115584,MDM2#has#increased expression in osteosarcoma,Expression Patterns,MDM2,-,Osteosarcoma,-,-,-,-,upregulated,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
3990,KP1,11115584,c-fos#has#increased expression in osteosarcoma,Expression Patterns,FOS,-,Osteosarcoma,-,-,-,-,upregulated,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
3347,KP1,11115584,c-myc#has#increased expression in osteosarcoma,Expression Patterns,MYC,-,Osteosarcoma,-,-,-,-,upregulated,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
3647,KP1,11115584,Rb protein#has#a total loss of expression in osteosarcoma,Expression Patterns,RB1,-,Osteosarcoma,-,-,-,-,silenced,-,-,-,Fact,5,5.3,5.3.2,5.3.2.2,-,RB1缺失
2403,KP1,34315006,Cetuximab-treated patients with metastatic colorectal cancer#mCRC#have recurrent gene mutations and copy number alterations,Mutation triples,-,-,Metastatic colorectal cancer,Cetuximab,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.1,-,CDK4/6基因扩增
7353,KP1,34315006,CDK6#has#emergent gene mutations in postprogression samples,Mutation triples,CDK6,-,Metastatic colorectal cancer,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.1,-,CDK4/6基因扩增
1005,KP1,34315006,MYC#has#emergent gene mutations in postprogression samples,Mutation triples,MYC,-,Metastatic colorectal cancer,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.1,-,CDK4/6基因扩增
2721,KP1,34315006,CDK4#has#copy number alterations in postprogression samples,Mutation triples,CDK4,-,Metastatic colorectal cancer,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.1,-,CDK4/6基因扩增
6290,KP1,34405078,MDM2#is amplified in#a regulator of p53 on chromosome 12q15,Regulation,"MDM2,TP53",-,-,-,-,-,-,amplified,-,-,-,Fact,5,5.3,5.3.1,5.3.1.3,-,MDM2扩增
7561,KP1,34405078,CDK4#shows#positive immunostain in tumors,Expression Patterns,CDK4,-,-,-,-,-,-,upregulated,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,7.2.1.1.2,CDK4/6表达
7647,KP1,18551309,MDM2#is amplified in#atypical lipomatous tumor/well-differentiated liposarcoma,Cancer Association,MDM2,-,"Atypical lipomatous tumor, Well-differentiated liposarcoma",-,-,-,-,amplified,-,-,-,Fact,5,5.3,5.3.1,5.3.1.3,-,MDM2扩增
